Ngay,CSAD_t,R_m_t,Abs_R_m_t,R_m_t^2,H1,H2,H3
2019-03-08,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-11,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-12,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-13,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-14,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-15,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-18,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-19,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-20,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-21,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-22,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-25,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-26,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-27,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-28,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-03-29,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-01,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-02,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-03,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-04,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-05,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-08,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-09,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-10,0.00039948639692362933,0.00010990906950027592,0.00010990906950027592,1.2080003558416482e-08,1,0,0
2019-04-11,0.00039948639692362933,0.00010990906950027592,0.00010990906950027592,1.2080003558416482e-08,1,0,0
2019-04-12,0.00039948639692362933,0.00010990906950027592,0.00010990906950027592,1.2080003558416482e-08,1,0,0
2019-04-16,0.00039948639692362933,0.00010990906950027592,0.00010990906950027592,1.2080003558416482e-08,1,0,0
2019-04-17,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-18,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-19,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-22,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-04-23,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-04-24,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-04-25,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-04-26,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-05-02,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-05-03,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-05-06,0.0004008194802770911,0.00012024660778304747,0.00012024660778304747,1.4459246683330052e-08,1,0,0
2019-05-07,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-08,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-09,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-10,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-13,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-14,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-15,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-16,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-17,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-20,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-21,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-22,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-23,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-24,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-27,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-28,0.0004015983186336502,0.00011201130349603067,0.00011201130349603067,1.2546532110879893e-08,1,0,0
2019-05-29,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-30,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-05-31,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-06-03,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-06-04,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-06-05,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-06-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-07,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-10,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-11,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-12,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-13,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-14,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-17,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-18,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-19,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-20,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-21,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-24,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-25,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-27,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-06-28,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-01,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-02,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-03,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-04,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-05,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-08,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-09,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-10,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-11,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-12,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-15,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-16,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-17,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-18,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-19,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-22,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-23,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-24,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-25,0.00040777900344257596,0.00012075492982279958,0.00012075492982279958,1.4581753076509252e-08,1,0,0
2019-07-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-29,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-30,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-07-31,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-01,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-02,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-05,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-07,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-08,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-09,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-12,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-13,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-14,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-15,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-16,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-19,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-20,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-21,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-22,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-23,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-27,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-28,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-29,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-08-30,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-03,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-04,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-05,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-09,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-10,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-11,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-12,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-13,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-16,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-17,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-18,0.00040698276892575544,0.00012154392584401266,0.00012154392584401266,1.477292590957485e-08,1,0,0
2019-09-19,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-20,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-23,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-24,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-25,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-27,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-09-30,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-01,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-02,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-03,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-04,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-07,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-08,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-09,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-10,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-11,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-14,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-15,0.0004030188524483289,9.877955979897832e-05,9.877955979897832e-05,9.757401434079932e-09,1,0,0
2019-10-16,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-17,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-18,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-21,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-22,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-23,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-24,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-25,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-28,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-29,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-30,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-10-31,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-01,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-04,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-05,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-07,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-08,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-11,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-12,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-13,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-14,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-15,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-18,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-19,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-20,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-21,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-22,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-25,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-27,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-28,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-11-29,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-02,0.0004034861438032122,0.0001157413227877654,0.0001157413227877654,1.3396053800661703e-08,1,0,0
2019-12-03,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-04,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-05,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-09,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-10,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-11,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-12,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-13,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-16,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-17,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-18,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-19,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-20,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-23,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-24,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-25,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-26,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-27,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-30,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2019-12-31,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2020-01-02,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2020-01-03,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
2020-01-06,0.00040627736504459126,0.00012039620166696362,0.00012039620166696362,1.4495245375832174e-08,1,0,0
